-80 271 133
-80 271 133
-78 270 135
-78 270 135
-78 270 135
-82 269 135
-81 272 133
-81 271 134
-81 271 134
-81 271 134
-84 271 129
-84 271 129
-80 271 135
-81 273 137
-81 273 137
-81 273 137
-79 274 135
-79 274 135
-79 274 135
-79 272 133
-79 272 133
-79 272 133
-81 272 130
-81 272 130
-81 272 130
-81 273 132
-81 273 132
-80 270 136
-80 270 136
-80 270 136
-80 270 136
-81 270 135
-81 270 135
-82 273 134
-82 273 134
-82 273 134
-82 272 135
-82 272 135
-82 272 135
-82 272 135
-82 272 135
-82 272 135
-79 272 141
-79 275 134
-79 275 134
-79 275 134
-82 269 131
-82 269 131
-78 272 132
-81 269 132
-81 269 132
-81 269 132
-81 269 132
-81 274 134
-81 274 134
-29 247 104
-29 247 104
-83 270 121
-83 270 121
-141 290 134
-78 266 99
-151 274 116
-151 274 116
-113 258 113
-109 236 118
-154 249 130
-117 227 90
-98 204 105
-102 200 110
-100 199 109
-100 199 109
-98 198 114
-94 197 112
-94 198 113
-94 198 113
-99 199 114
-97 199 114
-97 193 113
-94 199 115
-94 199 115
-94 200 113
-96 198 115
-97 214 126
-97 214 126
-87 213 129
-89 241 132
-89 241 132
-81 251 123
-81 251 123
-90 266 123
-80 270 117
-80 270 117
-87 278 117
-77 285 120
-80 299 117
-80 305 113
-77 312 110
-74 318 114
-78 320 107
-80 329 109
-78 340 108
-68 350 100
-74 354 111
-74 368 95
-70 368 92
-73 373 91
-68 382 87
-68 384 81
-68 384 81
-65 388 77
-67 395 73
-62 400 70
-65 402 69
-67 401 68
-65 402 64
-66 402 67
-67 401 66
-67 403 67
-62 406 66
-68 403 69
-66 402 69
-66 404 70
-69 403 68
-68 403 66
-66 404 66
-66 404 66
-66 401 68
-66 401 69
-67 398 71
-67 400 69
-67 400 69
-69 401 68
-65 405 65
-65 402 69
-65 398 69
-66 402 65
-66 402 65
-66 401 69
-65 401 66
-67 400 66
-67 404 70
-70 398 67
-66 400 69
-66 400 69
